word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
cloacas,,"plural of cloaca\nn. (zoology) the cavity (in birds, reptiles, amphibians, most fish, and monotremes but not mammals) at the end of the digestive tract into which the intestinal, genital, and urinary tracts open","(cloaca 的复数) n. 泄殖腔, 阴沟\n[医] 泄殖腔, 一穴肛; 骨瘘",,,,,0,0,0:cloaca/1:s,,
cloak,klәuk,n. anything that covers or conceals\nn. a loose outer garment\nv. cover with or as if with a cloak,"n. 斗蓬, 大氅, 掩护\nvt. 遮掩, 隐匿, 使披斗蓬",,1,,cet4 cet6 ky,6563,8441,s:cloaks/d:cloaked/i:cloaking/3:cloaks/p:cloaked,,
clock,klɒk,n. a timepiece that shows the time of day\nv. measure the time or duration of an event or action or the person who performs an action in a certain period of time,"n. 时钟, 计时器, (袜子上的)绣花边花\nvt. 绣花样, 记时, 记录\nvi. 记录时间\n[计] 时钟",,3,1,zk gk cet4 ky ielts,2543,2635,s:clocks/p:clocked/d:clocked/i:clocking/3:clocks,,
close,klәuz,"v. move so that an opening or passage is obstructed; make shut\nv. become closed\nv. finish or terminate (meetings, speeches, etc.)\nv. complete a business deal, negotiation, or an agreement","n. 结束, 完结\na. 靠近的, 亲近的, 亲密的, 严密的, 关闭的, 狭窄的, 秘密的\nvt. 关, 结束, 使靠近, 封闭, 使接近\nvi. 关闭, 结束, 靠近\nadv. 接近地, 紧密地\n[计] 关闭",,3,1,zk gk toefl,647,649,p:closed/r:closer/d:closed/i:closing/t:closest/3:closes,,
closed,klәuzd,a. not open or affording passage or access\na. (set theory) of an interval that contains both its endpoints\na. used especially of mouth or eyes\ns. requiring union membership,"a. 关闭的, 限于少数人的\n[计] 关闭指令",,2,1,,3490,3680,0:close/1:pd/d:closed/p:closed,,
closely,'klәusli,r. in a close relation or position in time or space\nr. in a close manner,adv. 接近地,,,1,cet4,1715,2038,,,
closes,kləuziz,"n the temporal end; the concluding time\nn the last section of a communication\nn the concluding part of any performance\nv move so that an opening or passage is obstructed; make shut\nv become closed\nv cease to operate or cause to cease operating\nv finish or terminate (meetings, speeches, etc.)\nv come to a close\nv complete a business deal, negotiation, or an agreement\nv be priced or listed when trading stops\nv engage at close quarters\nv cause a window or an application to disappear on a computer desktop\nv change one's body stance so that the forward shoulder and foot are closer to the intended point of impact\nv come together, as if in an embrace\nv draw near\nv bring together all the elements or parts of\nv bar access to\nv fill or stop up\nv unite or bring into contact or bring together the edges of\nv finish a game in baseball by protecting a lead","v. （使）关, 关闭( close的第三人称单数 ); 终止; （使）缩小; 合上",,,,,0,0,0:close/1:3,,
closest,,a at or within a short distance in space or time or having elements near each other\na close in relevance or relationship\na not far distant in time or space or degree or circumstances\ns rigorously attentive; strict and thorough\ns marked by fidelity to an original\ns (of a contest or contestants) evenly matched\ns crowded\ns lacking fresh air\ns of textiles\ns strictly confined or guarded\ns confined to specific persons\ns fitting closely but comfortably\ns used of hair or haircuts\ns giving or spending with reluctance\ns inclined to secrecy or reticence about divulging information\nr (superlative of `near' or `close') within the shortest distance,a. 最靠近的（close的最高级）,,,,,11084,4503,0:close/1:t/r:closest,,
closet,'klɒzit,"n. a small private room for study or prayer\nv. confine to a small space, as for intensive work","n. 壁橱, 小室\na. 秘密的, 空谈的\nvt. 把...关入小室",,1,1,cet6 ky ielts gre,11999,3473,s:closets/d:closeted/p:closeted/i:closetting/3:closets,,
clothes,klәuðz,n clothing in general\nv provide with clothes or put clothes on\nv furnish with power or authority; of kings or emperors\nv cover as if with clothing,n. 衣服,,4,1,zk gk ielts,1315,1434,s:clothes/0:clothes/1:s,,
clothing,'klәuðiŋ,n. a covering designed to be worn on a person's body,n. 衣服,,3,1,gk cet4 ky toefl ielts,3372,2650,i:clothing/0:clothing/1:i,,
cloths,,n artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,"n. 布, 衣料, 织物, 布块, 桌布, (某一职业的标识)服装, 帆",,,,,0,0,0:cloth/1:s,,
cloud,klaud,"n. any collection of particles (e.g., smoke or dust) or gases that is visible\nn. a visible mass of water or ice particles suspended at a considerable altitude\nn. out of touch with reality\nn. a cause of worry or gloom or trouble","n. 云, 阴暗, 烟雾, 疑团\nvt. 以云遮敝, 笼罩, 使黯然\nvi. 乌云密布, 阴沉",,3,1,zk gk,2333,1914,s:clouds/d:clouded/p:clouded/i:clouding/3:clouds,,
club,klʌb,n. a formal association of people with similar interests\nn. stout stick that is larger at one end\nn. a playing card in the minor suit that has one or more black trefoils on it\nv. unite with a common purpose,"n. 俱乐部, 木棍, 球棒\nvt. 用棍棒打, 缴纳\nvi. 联合起来\na. 俱乐部的",,5,1,zk gk cet4 ky ielts,493,1257,s:clubs/d:clubbed/i:clubbing/p:clubbed/3:clubs,,
cluster,'klʌstә,v. come together as in a cluster or flock,"n. 串, 丛, 群, 簇\nvi. 成串, 丛生\nvt. 使聚集\n[计] 簇",,2,,cet6 ky toefl ielts gre,4369,3200,s:clusters/p:clustered/d:clustered/i:clustering/3:clusters,,
clusterer,'klʌstə,,"n. 丛集, 丛, 串, 束, 簇；群集, 一群, 一帮\na. 密集型住宅群的\nvt. 使群集；使成群：；成群地聚集于；成丛地覆盖：",,,,,0,0,s:clusterers,,
clusterers,,plural of clusterer,"(clusterer 的复数) n. 丛集, 丛, 串, 束, 簇；群集, 一群, 一帮\na. 密集型住宅群的\nvt. 使群集；使成群：；成群地聚集于；成丛地覆盖：",,,,,0,0,0:clusterer/1:s,,
clutch,klʌtʃ,n. a tense critical situation\nn. a number of birds hatched at the same time\nn. a pedal or lever that engages or disengages a rotating shaft and a driving mechanism\nn. a coupling that connects or disconnects driving and driven parts of a driving mechanism,"n. 抓紧, 掌握, 离合器, 一窝小鸡\nvt. 抓住, 踩汽车离合器踏板\nvi. 抓\n[计] 联轴器; 离合器",,2,,cet6 ky toefl ielts,4855,5145,i:clutching/p:clutched/s:clutches/d:clutched/3:clutches,,
co-,'kәj," A form of the prefix com-, signifying with, together, in\n   conjunction, joint. It is used before vowels and some consonants. See\n   Com-.","pref. 并, 相互, 一起, 共同\n[医] 一同, 并合",,,,,0,0,,,
co-op,"'kәuɔp, kәu'ɔp",n a jointly owned commercial enterprise (usually organized by farmers or consumers) that produces and distributes goods and services and is run for the benefit of its owners,"n. 合作, 协作, 互助, 协助, 合作团体, 合作商店, 合作农场, 合作公司, 合作社",,,,,0,0,s:co-ops,,
coach,kәutʃ,"n. (sports) someone in charge of training an athlete or a team\nn. a person who gives private instruction (as in singing, acting, etc.)\nn. a carriage pulled by four horses with one driver\nv. teach and supervise (someone); act as a trainer or coach (to), as in sports","n. 四轮大马车, 教练\nvt. 训练, 指导\nvi. 坐马车旅行, 作指导",,4,1,zk gk cet4 cet6 ky toefl ielts,2347,1033,s:coaches/i:coaching/d:coached/p:coached/3:coaches,,
coachs,,"n. (sports) someone in charge of training an athlete or a team\nn. a person who gives private instruction (as in singing, acting, etc.)\nn. a carriage pulled by four horses with one driver\nv. teach and supervise (someone); act as a trainer or coach (to), as in sports","n. 四轮大马车, 教练\nvt. 训练, 指导\nvi. 坐马车旅行, 作指导",,,,,0,0,1:3/0:coach,,
coal,kәul,n. fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period\nv. supply with coal\nv. take in coal,"n. 煤, 木炭\nv. 加煤",,3,1,zk gk cet4 cet6 ky,1761,3336,s:coals/i:coaling/p:coaled/3:coals/d:coaled,,
coalburner,,"A ""Coalburner"" is a white girl who is spoiled rotten and rebels against her wealthy or middle class parents for some imagined affront sometime in their short lives. This rebellion manifests itself in the form of fucking any sloppy pussy-ass fake gangbanger nigger they can get their nasty dick-skinners on. Also see ""Mud-Duck"" punishing parents by giving them 4 grandchildren from 4 sperm donors with cream-colored skin, red afros, big lips and flat noses.Also see dumb bitch riding in the passenger seat of her own car , pumping the gas and paying for it. Also see treated like shit by any white man who could have ever been an equal co-habitating partner and possible non-financial sponge, not because he's a racist but because only someone with absolutely no self respect would confine themselves to random sexual partners of a different race who's self- imposed disenfranchisement and liberal suborned laziness only furthers their own deep self-loathing and constant rape of the english language. example- see the names of coalburners offspring, stupid-ass names made up by people unable to spell real names correctly, ie. ""spell it like it sounds"", Shawon (shawn), laqueesha (?????).\n> 99.9% of females in the military.\n> MAN1: ""did you see heather's new bruises?""\n> MAN2: ""yeah, that monkey of hers beat her up again and stole her welfare check, then apologized and fucked her mouth. He's out of prison again.""\n> MAN1: ""which monkey""\n> MAN2: ""her baby-daddy""\n> MAN1: ""which one?""\n> MAN2: ""the one who stole her car and then beat her because it was low on gas""\n> MAN1: ""she took him back?""\n> MAN2: ""no white man will touch her, except to shit on her forehead""\n> MAN1: ""stupid-ass coalburner serves her right!""\n",,,,,,0,0,,,
coalies,,"plural of coaly\nn. Pertaining to, or resembling, coal; containing coal; of the\n   nature of coal.","(coaly 的复数) a. 煤的, 煤状的, 含煤的\n[建] 属煤的, 似煤的, 含煤的",,,,,0,0,0:coaly/1:s,,
coaly,'kәuli,"n. Pertaining to, or resembling, coal; containing coal; of the\n   nature of coal.","a. 煤的, 煤状的, 含煤的\n[建] 属煤的, 似煤的, 含煤的",,,,,0,0,s:coalies,,
coast,kәust,n. a slope down which sleds may coast\nn. the area within view\nv. move effortlessly; by force of gravity,"n. 海岸, 滑坡\nv. 沿海岸而行",,4,1,zk gk cet4 cet6 ky,1854,2436,s:coasts/i:coasting/p:coasted/3:coasts/d:coasted,,
coat,kәut,n. an outer garment that has sleeves and covers the body from shoulder down; worn outdoors\nn. growth of hair or wool or fur covering the body of an animal\nv. put a coat on; cover the surface of; furnish with a surface\nv. cover or provide with a coat,"n. 外套\nvt. 外面覆盖, 给...穿外套",,3,1,zk gk cet4 ky toefl,2138,2247,s:coats/d:coated/i:coating/p:coated/3:coats,,
coating,'kәutiŋ,n. a thin layer covering something\nn. a decorative texture or appearance of a surface (or the substance that gives it that appearance)\nn. a heavy fabric suitable for coats,"n. 涂层, 上衣衣料\n[计] 涂复, 涂层, 镀层, 敷层",,1,,,7891,8389,0:coat/1:i/s:coatings/i:coating,,
coax,kәuks,"n a transmission line for high-frequency signals\nv influence or urge by gentle urging, caressing, or flattering","vt. 哄, 诱骗, 耐心地摆弄\nvi. 哄骗\n[计] 同轴电缆",,1,,toefl gre,11754,8609,p:coaxed/i:coaxing/d:coaxed/3:coaxes/s:coaxes,,
cobaltic,kәu'bɒ:ltik,"a. Pertaining to, derived from, or containing, cobalt; --\n   said especially of those compounds in which cobalt has higher valence;\n   as, cobaltic oxide.","a. 钴的, 含钴的\n[建] 钴的, 高钴的, 三价钴的",,,,,0,0,,,
cobwork,'kɒbwɜ:k,"a. Built of logs, etc., laid horizontally, with the ends\n   dovetailed together at the corners, as in a log house; in marine work,\n   often surrounding a central space filled with stones; as, a cobwork\n   dock or breakwater.", 木笼建筑物,,,,,0,0,,,
cock,kɒk,n. obscene terms for penis\nn. adult male chicken\nn. adult male bird\nv. tilt or slant to one side,"n. 公鸡, 雄禽, 龙头, 头目, 锥形小干草堆\nvt. 使耸立, 使竖起, 堆成锥形小干草堆\nvi. 大摇大摆地走, 翘起",,2,,gk cet4 cet6 ky,7962,8484,s:cocks/p:cocked/i:cocking/d:cocked/3:cocks,,
cockle,'kɒkl,"n. common edible European bivalve\nn. common edible, burrowing European bivalve mollusk that has a strong, rounded shell with radiating ribs","n. 鸟蛤, 鸟蛤壳, 小舟, 田间杂草, 褶皱\nvi. 弄皱, 折皱, 起皱\nvt. 使皱",,,,,24856,34944,s:cockles/i:cockling/p:cockled/3:cockles/d:cockled,,
code,kәud,n. a set of rules or principles or laws (especially written ones)\nn. a coding system used for transmitting messages requiring brevity or secrecy\nn. (computer science) the symbolic arrangement of data or instructions in a computer program or the set of such instructions\nv. attach a code to,"n. 代码, 密码, 法规, 法典\nvt. 把...编码\n[计] 代码",,3,1,cet4 ky ielts gre,1469,1648,s:codes/i:coding/d:coded/p:coded/3:codes,,
coercive,kәu'ә:siv,s. serving or intended to coerce,"a. 强制的, 强压的, 强迫的\n[法] 强制的, 强迫的, 强行的",,1,,,16327,12264,,,
coffin,'kɒfin,n. box in which a corpse is buried or cremated\nv. place into a coffin,"n. 棺材, 灵柩\nvt. 把...装进棺材",,2,,cet6,4194,6258,s:coffins/i:coffining/p:coffined/3:coffins/d:coffined,,
cognate,'kɔ^neit,n. a word is cognate with another if both derive from the same word in an ancestral language\ns. having the same ancestral language,"a. 同族的, 同语系的, 同词源的, 母族的, 同性质的, 同类的, 同种的\nn. 亲族, 同语系的语言, 同词源的词, 同性质的东西, 同源物\n[计] 同性质的, 同类的, 同语族的",,,,gre,26970,33741,s:cognates,,
cognates,,plural of cognate\nn. a word is cognate with another if both derive from the same word in an ancestral language\ns. having the same ancestral language,"(cognate 的复数) a. 同族的, 同语系的, 同词源的, 母族的, 同性质的, 同类的, 同种的\nn. 亲族, 同语系的语言, 同词源的词, 同性质的东西, 同源物\n[计] 同性质的, 同类的, 同语族的",,,,,0,0,0:cognate/1:s,,
coherency,,n the state of cohering or sticking together\nn logical and orderly and consistent relation of parts,"n. 粘着, 粘合性, (逻辑上的)紧凑, 一致性, 连贯, 相干性, 内聚现象, 内聚力\n[建] 联接, 内聚现象, 内聚力",,,,,0,36695,,,
coin,kɒin,n. a flat metal piece (usually a disc) used as money\nv. make up,"n. 硬币, 金钱, 货币\nvt. 铸币, 创造, 杜撰",,1,1,zk gk cet4 cet6 ky toefl ielts,2964,4376,s:coins/p:coined/d:coined/i:coining/3:coins,,
